name,phone,address,website,google_maps_url,rating,review_count,business_status,primary_type,lead_category,why_relevant,found_via_query,latitude,longitude,place_id
Villa Jepun Bali Canggu Berawa,+62 813-3986-1797,"Jl. Raya Semat No.31, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,https://maps.google.com/?cid=6786737255978282573&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Berawa, Bali",-8.6520251,115.14483179999999,ChIJP6iOHrg50i0RTa5-npNVL14
Villa K at Berawa,+62 811-1511-761,"Jl. Pantai Berawa Gg. Klp., Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali, Indonesia",,https://maps.google.com/?cid=7567127908783602487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,7,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Berawa, Bali",-8.6619384,115.141388,ChIJv24iqRpH0i0RN7v9nL3WA2k
Villa Kumaru,+61 422 383 577,"Jl. Pantai Berawa No.40, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",http://airbnb.com/h/villakumaru,https://maps.google.com/?cid=2991088927275293444&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,18,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Berawa, Bali",-8.660360599999999,115.1458211,ChIJ0RvxDQBH0i0RBBvZKYh7gik
Villa Lapis,+62 813-3830-7722,"Jl. Duatiga Jl. Pantai Berawa No.28, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,https://maps.google.com/?cid=1745232034923381975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,6,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Berawa, Bali",-8.660204799999999,115.14021000000001,ChIJhb-PSIdH0i0R14Q9BEpPOBg
Villa Lulito,+62 361 737498,"Oberoi, 12B, Gg. Darma, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://www.elitehavens.com/villa-lulito-villa/seminyak-bali-indonesia.aspx?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,https://maps.google.com/?cid=17396513871201562546&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,38,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Seminyak, Bali",-8.6853819,115.15454969999999,ChIJiVX9lxpH0i0Rsu8f9zHVbPE
Villa Luwih,+62 361 737498,"84XF+PVV, Pererenan, Mengwi, Badung Regency, Bali, Indonesia",https://www.elitehavens.com/villa-luwih-villa/canggu-bali-indonesia.aspx?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,https://maps.google.com/?cid=6648357057062395179&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,30,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Canggu, Bali",-8.6507708,115.1246348,ChIJrTveqK9E0i0RK10q1oS1Q1w
Villa MM (Mimpi Manis) Pererenan,+62 853-3779-4747,"Jl. Pantai Pererenan No.79, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",https://mimpimanis.terragroupbali.com/,https://maps.google.com/?cid=14682459186339163683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,141,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Pererenan, Bali",-8.6406467,115.13065730000001,ChIJg1vFcwA50i0RI67qxtaSwss
Villa Mama,+62 877-7365-3433,"Jl. Pantai Berawa Gg. Drupadi No.1, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.villas.baliexception.com/en/rentals/197906-splendid-private-villa-2-br-canggu-w-staff-in-canggu,https://maps.google.com/?cid=831238836163463388&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,11,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Berawa, Bali",-8.6536121,115.1487294,ChIJeS4jqSc50i0R3EgIQVEniQs
Villa Mana,+62 361 737498,"Jl. Raya Babakan Canggu No.5, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.elitehavens.com/villa-mana-villa/canggu-bali-indonesia.aspx?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,https://maps.google.com/?cid=14358089390028372093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,60,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Canggu, Bali",-8.6328692,115.14897589999998,ChIJiUVqE_M40i0RfTjyUTouQsc
Villa Manggala,+62 822-4797-6327,"Tibubebeng, Jl. Pantai Berawa Gg. Gurita, Canggu, Kuta Utara, Badung Regency, Bali 80361, Indonesia",https://www.villamanggala.com/,https://maps.google.com/?cid=3064468827374951601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,31,OPERATIONAL,hotel,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Berawa, Bali",-8.660758099999999,115.1384265,ChIJl_5c1INH0i0RsRzxiCkuhyo
Villa Massilia Bali,+62 812-3785-5654,"Jl. Sari Dewi Temuku Gang IV No.8, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",http://www.balivillamassilia.com/,https://maps.google.com/?cid=17152384874447404797&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,239,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Seminyak, Bali",-8.6869424,115.15979989999998,ChIJ5dro4htH0i0R_X44hCqDCe4
Villa Mia Canggu,+62 812-3814-4235,"Villa Mia Canggu Jalan Subak Sari 80361, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80351, Indonesia",https://www.villamiacanggu.com/,https://maps.google.com/?cid=5339632105198296702&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,24,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Canggu, Bali",-8.6644238,115.1459107,ChIJbwKZrrZH0i0Rfp6d7RsvGko
"Villa Mia Dua, Seminyak",+62 811-3940-3060,"Gg. Kahyangan, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://www.villamiabali.com/,https://maps.google.com/?cid=586793332557810293&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,23,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Seminyak, Bali",-8.6867123,115.16224239999998,ChIJmYAiUzBH0i0RdQqtT221JAg
Villa Mia Seminyak - Boutique Villas - II,+62 811-3940-3060,"Jl. Sari Dewi Gg. Salia, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://www.villamiabali.com/,https://maps.google.com/?cid=10040286979584946449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,55,OPERATIONAL,hotel,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Seminyak, Bali",-8.6893551,115.1596427,ChIJQfmNP_5H0i0REfEj7c9DVos
Villa Mooi Canggu,+62 812-3595-1243,"Jl. Krisna I, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",http://villamooicanggu.com/,https://maps.google.com/?cid=16923520531838572282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,44,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Canggu, Bali",-8.6452046,115.1512318,ChIJnTGL9P050i0R-pZEUUJs3Oo
Villa Naga Canggu,+62 821-3743-0379,"945V+3MC, Jl. Kayu Tulang, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80351, Indonesia",http://www.instagram.com/villanagacanggu/,https://maps.google.com/?cid=12409366943344646337&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,11,OPERATIONAL,hotel,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Canggu, Bali",-8.6423008,115.14414479999999,ChIJV6EUxdo50i0RwViIwXztNqw
Villa Nirvana Berawa,+61 420 230 217,"84QQ+GFC, Jl. Pantai Berawa Gg. Wijaya, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",,https://maps.google.com/?cid=3456840922883739853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,12,OPERATIONAL,lodging,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Berawa, Bali",-8.661194,115.13864509999999,ChIJ4QugP9JH0i0RzdCEFYEq-S8
Villa Oza Canggu,+62 821-4466-6371,"Jl. Pantai Berawa Gg. Soka, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://ozavilla.com/,https://maps.google.com/?cid=2708409854778459194&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,36,OPERATIONAL,hotel,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Berawa, Bali",-8.661531199999999,115.1460187,ChIJHeqcPXJH0i0ROsQ8xGk0liU
"Villa Pantai Indah, Pererenan",+62 855-7467-8171,"Jalan Pantai Pererenan No.167 Pererenan, Canggu, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",https://www.pantaiindahvillas.com/,https://maps.google.com/?cid=4040790173192264256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,71,OPERATIONAL,hotel,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Pererenan, Bali",-8.6513133,115.12223920000001,ChIJr1859XM40i0RQJoD5UDFEzg
Villa Sayang D'Amour,+62 361 737498,"Jl. Petitenget, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://www.elitehavens.com/sayang-d-amour-villa/seminyak-bali-indonesia.aspx?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,https://maps.google.com/?cid=13967775180507155718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,23,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Seminyak, Bali",-8.6769661,115.15182730000001,ChIJrTNYCQ1H0i0RBo2lsIWB18E
Villa Seminyak Estate & Spa by Astadala,+62 361 735566,"Jl. Nakula Gg. Baik-Baik, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://www.villaseminyak.com/,https://maps.google.com/?cid=3708786713411919211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,870,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Seminyak, Bali",-8.6953792,115.17139119999999,ChIJB6Ot2GE_0i0Rax2bqN1BeDM
Villa Suku Berawa,+62 858-4766-4942,"Gg. Suku Suku 2 No.10, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",http://www.villasukuberawa.com/,https://maps.google.com/?cid=6028480682331288707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,40,OPERATIONAL,hotel,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Berawa, Bali",-8.663833799999999,115.1437148,ChIJialWD_NH0i0RgzSphT13qVM
Villa Tana Takah,+62 855-7467-8171,"Jl. Munduk Kedungu Gg. Dharma, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",https://villatanatakah.com/,https://maps.google.com/?cid=12443200630232872503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,20,OPERATIONAL,hotel,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Pererenan, Bali",-8.651843099999999,115.1257717,ChIJcYw00Ys50i0RN3by2Qshr6w
Villa Thamilla by Optimum Bali Villas,+62 853-3800-2448,"Jl. Pantai Berawa Gg. Kamelia No.VII, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://optimumbali.com/villa-bali/rental/3-bedrooms-for-rent/villa-thamilla-canggu-berawa/,https://maps.google.com/?cid=15264050442321984957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,37,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Berawa, Bali",-8.648080499999999,115.1511814,ChIJK8nT9oQ40i0Rvf0-QAHN1NM
Villa The Beji,+62 811-3997-717,"Jalan Raya Pantai Berawa, Gang The Beji, Canggu, 84QX+P85, Kerobokan, Kec. Kuta Utara, Kota Denpasar, Bali 80361, Indonesia",http://www.villabeji.com/,https://maps.google.com/?cid=4772291134363584972&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,44,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Berawa, Bali",-8.6607313,115.1483571,ChIJeeH7wXtH0i0RzMl8hICVOkI
Villa Triangle Pererenan,+62 813-5303-1807,"pererenan, Gg. Tukad Bausan I No.1, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",,https://maps.google.com/?cid=15546570139246480107&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,8,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Pererenan, Bali",-8.644410599999999,115.1270843,ChIJ-3rwHl050i0R60p7ISyDwNc
Villa Tropical Vibezz,+62 822-6653-6834,"Gg. Gn. Raung No.IV, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",,https://maps.google.com/?cid=1386682470707297471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Pererenan, Bali",-8.639626,115.13245710000001,ChIJQSV3Ch850i0Rv_zEMlx8PhM
Vinna Villa Seminyak by The Wina Resorts,+62 361 738105,"Jl. Taman Sari Madu I No.99, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://vinnavilla.com/,https://maps.google.com/?cid=8379943266890030287&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,407,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Seminyak, Bali",-8.670933999999999,115.17360489999999,ChIJ81K83TxH0i0RzxzonACKS3Q
ZIN Canggu Resort & Villas,+62 811-3111-6646,"Jl. Nelayan No.78, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://zin.world/?utm_source=google_zincanggu,https://maps.google.com/?cid=8383340872450535580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,936,OPERATIONAL,hotel,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Canggu, Bali",-8.6599328,115.1334971,ChIJb-nJm29H0i0RnHBtTRucV3Q
seminyak beach luxury villa,+62 821-4740-2277,"Gg. Kubu Pesisi No.8A, Seminyak, dps, Kabupaten Badung, Bali 08830, Indonesia",http://www.seminyakbeachluxuryvilla.com/,https://maps.google.com/?cid=16595909136276522221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,18,OPERATIONAL,service,villa_owner_operator,"Existing villa owner/operator; renovation, extension and rebuild client","villa in Seminyak, Bali",-8.6945453,115.1630754,ChIJmT2oeN9G0i0R7QRsOG6DUOY
ANPF ARCHITECT STUDIO,,"Jl. Puseh Natih No.10, Singapadu Tengah, Kec. Sukawati, Kabupaten Gianyar, Bali 80571, Indonesia",,https://maps.google.com/?cid=5305393465136400826&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,corporate_office,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Ubud, Bali",-8.568536,115.25369970000001,ChIJdboBnkQ_0i0RukkiUz-LoEk
AR key studio design,,"Jl. Raya Semat Gg. Jalak 17B, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",http://www.arkeystudiodesign.com/,https://maps.google.com/?cid=16167802756772857291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Canggu, Bali",-8.653837099999999,115.1426236,ChIJQ8rJtNU50i0RywUHVPKSX-A
Ade Mas Studio Arsitektur&Desain,,"Gg. Gadung No.1, Mas, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",,https://maps.google.com/?cid=12229390046780256575&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,association_or_organization,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Ubud, Bali",-8.5462919,115.27426299999999,ChIJhSQMhck90i0RP_EIFnSFt6k
Bengkel Phi Bali - Gudang Belok Kiri,,"Jl. Mahendradatta Sel. Gg. Robbie William, Pemecutan Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80119, Indonesia",,https://maps.google.com/?cid=9426489000517946460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6861353,115.18565809999998,ChIJ2U0MUeZH0i0RXMz_Ys2d0YI
CACERES + TOUS Architecture Design Studio,,"Jl. Raya Babakan Canggu No.8A, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",http://www.cacerestous.com/,https://maps.google.com/?cid=8763658779944271784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,15,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Canggu, Bali",-8.6319479,115.1496444,ChIJgz6BJYE40i0RqL9PfzrFnnk
CAMMA Architect Studio Bali,,"Jl. Anyelir No.988, Bongan, Kec. Tabanan, Kabupaten Tabanan, Bali 82112, Indonesia",,https://maps.google.com/?cid=12972635557521166942&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Canggu, Bali",-8.5529074,115.1108224,ChIJJ70RRAA70i0RXpKmvk4PCLQ
Canvas Architect Studio Bali,,"Jl. Gn. Semeru No.4, Banjar Batulumbung, Gulingan, Kec. Mengwi, Kabupaten Badung, Bali 40351, Indonesia",,https://maps.google.com/?cid=7350382292988717735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Canggu, Bali",-8.5507407,115.1724383,ChIJ0aPLrIk70i0Rp-rpYMDNAWY
Casa Studio Bali,,"Jl. Tunjung Putih No.9, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali 80237, Indonesia",http://www.casastudio.co/,https://maps.google.com/?cid=14928970055070473368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,29,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.636419,115.25144290000001,ChIJ8SkE9oxA0i0RmFzrAitbLs8
Cipta Bali Architect Warehouse,,"Jl. Widuri, Kapal, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",https://ciptabaliarchitect.com/,https://maps.google.com/?cid=1179837649209259350&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.572881700000002,115.19144370000001,ChIJAQAAAJ840i0RVvW_RRegXxA
Concepts Conveyed Studio,,"Jl. Prof. Moh. Yamin No.7, Renon, Denpasar Selatan, Kota Denpasar, Bali 80239, Indonesia",http://www.conceptsconveyed.com/,https://maps.google.com/?cid=11604237862136945408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,18,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.6716755,115.2382197,ChIJQTJ8Dl9A0i0RAJvPjdqICqE
Cv. Candi Bali - Studio GH,,"Jl. Permata III No.15, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,https://maps.google.com/?cid=13076188526146857328&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.7973684,115.1913701,ChIJY-OfJABD0i0RcKkFFS_0d7U
DDAP ARCHITECT,,"Jl. A.A. Gede Rai No.90, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",http://www.ddaparchitect.com/,https://maps.google.com/?cid=16005008473588090625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,69,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.5372063,115.26241540000001,ChIJa3F0o5c90i0RAcdVl2g2Hd4
Gesha Studio,,"Jalan Muding Batu Sangian IX No.9, Jl. Muding Batu Sangian IX No.9, Kerobokan Kaja, Kec. Kuta Utara, Denpasar, Bali 80361, Indonesia",,https://maps.google.com/?cid=4199804875391594191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Seminyak, Bali",-8.6389344,115.17661860000001,ChIJZeS4PlU50i0Rz26rW0i0SDo
My Shrine Studio,,"Jl. Teuku Umar Barat No.10, Padangsambian Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80117, Indonesia",https://myshrinestudios.com/,https://maps.google.com/?cid=13225227131068765567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,33,OPERATIONAL,general_contractor,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Seminyak, Bali",-8.6738014,115.17996199999999,ChIJxU46zohB0i0Rf1U2ZQFyibc
NDA Design & Build,,"Jl. Raya Canggu No.161, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80351, Indonesia",,https://maps.google.com/?cid=11774698109525523112&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,10,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Canggu, Bali",-8.6360338,115.1428966,ChIJq8m0iHo50i0RqHq7q4shaKM
Nawasanga Studio Architects,,"Jl. Gunung Salak Utara No.24, Padangsambian Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80117, Indonesia",,https://maps.google.com/?cid=2921941303252249423&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL,,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Kerobokan, Bali",-8.6705776,115.17927999999999,ChIJQxZqHb9H0i0RT2vkWiLSjCg
PT Studio Magnolia Design,,"F7W2+P4Q, Gg. Pacekan Jl. Banjar Penestanan Kaja, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",https://www.magnoliabali.com/,https://maps.google.com/?cid=9494113101766206824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL,corporate_office,architecture_design,Designs villas; natural partner that brings construction clients,"architect studio in Ubud, Bali",-8.5031549,115.25037300000001,ChIJf8P5Pmg90i0RaCUoaJDdwYM
Right Angle Studio - Architecture & Interior Design,,"Jl. Raya Nyuh Kuning Br. Nyuhkuning No.21B, Mas, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",https://www.instagram.com/indrabayu_pendet/,https://maps.google.com/?cid=6732315942110802501&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,OPERATIONAL,service,architecture_design,Designs villas; natural partner that brings construction clients,architecture firm in Bali,-8.5276086,115.25539409999999,ChIJx7HfxaA90i0RRbI2Fa79bV0
